Id,SalePrice
1574,121329.8594
1575,230660.9688
1576,256979.6406
1577,192579.3438
1578,131655.4688
1579,140154.2188
1580,192323.3125
1581,149045.3906
1582,126342.2188
1583,311713.6563
1584,236809.0156
1585,136407.3281
1586,68339.125
1587,101062.7578
1588,148918.0469
1589,92082.3125
1590,136411
1591,107319.1484
1592,121603.7891
1593,126681.5391
1594,180166.0156
1595,114829.9453
1596,213121.1563
1597,173113.9219
1598,185159.9844
1599,171230.1406
1600,178556.375
1601,71608.54688
1602,116207.9297
1603,71302.72656
1604,254550.1875
1605,259681.1719
1606,171274.3438
1607,174210.5469
1608,211880
1609,203059.9219
1610,152529
1611,140639.4531
1612,164265.8438
1613,170668.5156
1614,129024.5234
1615,102269.7891
1616,82347.04688
1617,98451.17969
1618,120395.0781
1619,142882.25
1620,184480.7344
1621,134515.2969
1622,137959.8594
1623,281307.7813
1624,227086.5781
1625,113317.2969
1626,148704.6406
1627,206089.6563
1628,264907.3438
1629,176879.0625
1630,362386.0625
1631,196175.2031
1632,232530.3594
1633,167237.125
1634,184204.2344
1635,179130.1719
1636,160221.75
1637,199141.6406
1638,188132.5313
1639,176953.8125
1640,247559.7188
1641,174885.5156
1642,235102.625
1643,233013.1406
1644,222274.4844
1645,201883.0156
1646,159497.7813
1647,159005.1094
1648,137660.8906
1649,142777.8438
1650,115727.5078
1651,127080.3594
1652,88391.05469
1653,92088.29688
1654,144648.1719
1655,153638.1875
1656,144452.7188
1657,155015.3125
1658,145610.1563
1659,124730.1719
1660,159741.5313
1661,441630.75
1662,392797.9063
1663,361678.0313
1664,457156.1875
1665,307027.0938
1666,315604.3125
1667,373242.9375
1668,345814.9063
1669,291989.6563
1670,342473.75
1671,263562.8125
1672,439030.625
1673,303690.7188
1674,236754.9531
1675,177939.2813
1676,191263.1875
1677,217776.7969
1678,473698.375
1679,381312.5313
1680,333467.1563
1681,241520.6563
1682,289023.8438
1683,174689.9531
1684,158852.0781
1685,168657.3125
1686,163250.1406
1687,164411
1688,188228.3594
1689,193251.3438
1690,190319.8438
1691,177602.2813
1692,261668.9219
1693,167432.9219
1694,184093.0313
1695,167105
1696,277777
1697,167689.2656
1698,355134.5938
1699,298046.6563
1700,252054.5781
1701,251055.9531
1702,245812.0625
1703,247712.2344
1704,295406.9688
1705,209278.9688
1706,415799.4375
1707,224243.4063
1708,206866.7188
1709,284332.5313
1710,228696.2656
1711,250062.7969
1712,266066.2813
1713,296446.8125
1714,219277.9688
1715,203923.3125
1716,186321.3125
1717,158731.4844
1718,139836.1406
1719,199688.1406
1720,246479.4375
1721,177718.7031
1722,136819.4219
1723,159525.9844
1724,225006.0625
1725,239470.1875
1726,174190.7344
1727,164705.6563
1728,182487.4219
1729,159350.2344
1730,170688.6406
1731,124305.2109
1732,128986.375
1733,120778.0391
1734,126001.6719
1735,131095.125
1736,115273.4297
1737,309464.625
1738,209400.625
1739,316479.9375
1740,239561.7188
1741,202842.8594
1742,166897.0781
1743,162458.9063
1744,290448.4063
1745,222322.6719
1746,195465.6875
1747,234211.4688
1748,235109.7031
1749,150033.0313
1750,124351.1172
1751,215625.9688
1752,122399.3438
1753,154647.9375
1754,206852.1875
1755,151289.7188
1756,133244.5625
1757,122089.9297
1758,156132.0938
1759,158020.2188
1760,166447.4219
1761,148497.3281
1762,168480.2188
1763,164859.0781
1764,110231.6719
1765,177646.7813
1766,180872.2656
1767,216439.4688
1768,143780.0156
1769,177770.2344
1770,151199.375
1771,127580.4141
1772,138007.0938
1773,146857.3281
1774,138175.1719
1775,138547.5469
1776,121840.4219
1777,107221.3594
1778,138248.1719
1779,123185.7813
1780,167339.5781
1781,135228.8438
1782,92276.98438
1783,154677.4531
1784,95133.28906
1785,138135.75
1786,135482.375
1787,155159.6563
1788,58502.87109
1789,105039.2578
1790,75873.375
1791,190903.6406
1792,159066.0938
1793,127577.7266
1794,140198.9844
1795,138386.9219
1796,129518.7422
1797,119419.2813
1798,122205.3828
1799,97596.94531
1800,127635.4844
1801,129049.5938
1802,132483.7656
1803,143291.0469
1804,143475.375
1805,138035.2031
1806,122411.8672
1807,149219.1875
1808,117305.5781
1809,127303.3203
1810,152793.1875
1811,110825.7656
1812,107318.4141
1813,123568.6563
1814,100983.0234
1815,52747.51172
1816,98793.69531
1817,128824.7109
1818,154325.0625
1819,132095.6094
1820,68194.5625
1821,111033.2188
1822,147398.25
1823,29910.52344
1824,140954.2188
1825,148433.5313
1826,99894.39063
1827,108912.9531
1828,134376.9531
1829,128205.0313
1830,161624.5156
1831,151287.7813
1832,101935.1797
1833,148477.6406
1834,130036.4063
1835,134018.1719
1836,134977.4844
1837,84035.97656
1838,110672.9297
1839,89052.02344
1840,158130.8594
1841,135590.1406
1842,87574.64063
1843,130201.1641
1844,135605.6563
1845,133740.7656
1846,154256.7031
1847,171899.625
1848,59531.37891
1849,116304.3281
1850,118183.1797
1851,156991.7813
1852,125871.4141
1853,129662.5703
1854,164682.7188
1855,138143.2969
1856,225780.5625
1857,151251.5156
1858,132551.9844
1859,131005.3125
1860,145712.25
1861,127169.4063
1862,301865.9375
1863,292948.75
1864,292943.0625
1865,323155.5313
1866,335896.5938
1867,236297.0781
1868,277476.8438
1869,199031.4063
1870,231931.6875
1871,246733.8906
1872,170585.5781
1873,235557.3906
1874,139551.0469
1875,196072.2344
1876,199045.1094
1877,210606.4063
1878,202079.3438
1879,123377.0781
1880,131393.0469
1881,255868.6094
1882,240264.6563
1883,191364.375
1884,210493.4375
1885,248663.8594
1886,274409.7188
1887,192369.875
1888,298442.2813
1889,167860.0625
1890,119562.9063
1891,128090.9141
1892,101856.0547
1893,123622.6875
1894,131498.6875
1895,136752.7813
1896,132033.5156
1897,120945.3984
1898,113405.0625
1899,154752.0938
1900,135133.6875
1901,164411.8125
1902,141952.2344
1903,235173.2344
1904,131021.7656
1905,191085.6406
1906,160662.5156
1907,217173.5313
1908,115779.2813
1909,134250.5
1910,124456.7734
1911,193211.3281
1912,286869.3438
1913,148710.3906
1914,69579.63281
1915,298719.7813
1916,68881.63281
1917,265682.1563
1918,144826.7344
1919,174009.625
1920,144087.5469
1921,405634.7813
1922,330904.75
1923,206573.8594
1924,218535.2344
1925,199000.4375
1926,362561.5938
1927,127609.0547
1928,154862.6094
1929,124420.6016
1930,128774.8047
1931,153517.7031
1932,140866.6719
1933,177995.1875
1934,183368.0156
1935,170306.3281
1936,185971.7656
1937,187802.5625
1938,184276.25
1939,215597.3125
1940,176922.3281
1941,171059.3594
1942,171832.9531
1943,208705.6094
1944,324920.125
1945,352406.375
1946,148627.4063
1947,294990.0625
1948,178141.1094
1949,239420.0156
1950,178360.3906
1951,229455.0938
1952,215644.0156
1953,163528.375
1954,187613.5469
1955,132506.4375
1956,310635.75
1957,155408.5469
1958,302475.875
1959,143132.5938
1960,122274.625
1961,118461.4609
1962,93903.27344
1963,106675.2734
1964,104781.0313
1965,140454.3438
1966,145406.3125
1967,295947.9063
1968,410177.6563
1969,361847.125
1970,382847.0938
1971,423865.6563
1972,348412.9375
1973,258119.2656
1974,323527
1975,465888.3125
1976,274411.4375
1977,376636.9375
1978,305296.7188
1979,321536.75
1980,196779.6563
1981,360827.6563
1982,211794.4375
1983,200381.3438
1984,173553.4219
1985,219341.1875
1986,226764.4844
1987,179163.4063
1988,179304.3281
1989,188004.8281
1990,209869.3906
1991,223204.8438
1992,205641.625
1993,172104.8438
1994,249307.8281
1995,185655.8438
1996,263708.8438
1997,307364.7188
1998,317397.0313
1999,257558
2000,304330.2188
2001,282487.8438
2002,246130.2188
2003,262778.0938
2004,281500.8125
2005,206597.0625
2006,232619.2344
2007,232875.5313
2008,226562.4219
2009,187336.1875
2010,187722.25
2011,144222.4531
2012,183973.8125
2013,178239.4063
2014,183242.3281
2015,194856.1406
2016,194826.8906
2017,189925.2031
2018,114023.1406
2019,129320.9766
2020,109867.7031
2021,101769.6953
2022,180759.7656
2023,132533.4063
2024,259599.4531
2025,336976.4063
2026,175767.7344
2027,155837.875
2028,157605.4219
2029,168888.0781
2030,272405.8438
2031,237441.0938
2032,252538.5313
2033,276290.3125
2034,158357.0469
2035,194540.3281
2036,171159.125
2037,186178.4688
2038,317541.9063
2039,207969.9844
2040,339628.0938
2041,261420.0156
2042,202780.5313
2043,166053.1875
2044,175084.0938
2045,208121.5469
2046,144692.5469
2047,144400.1094
2048,140251.3906
2049,143258.2656
2050,160489.0156
2051,112719.1797
2052,128597.0781
2053,145437.0469
2054,103438.4766
2055,150594.4688
2056,139467.5156
2057,113806.2656
2058,204120.9531
2059,138567.7813
2060,160816.1094
2061,164956.0313
2062,127394.2969
2063,116392.4766
2064,137277.5
2065,126417.9922
2066,163175.2031
2067,124710.8906
2068,141572.25
2069,96278.20313
2070,113863.3516
2071,99185.00781
2072,154101.3594
2073,138718.25
2074,182689.1563
2075,144429.5781
2076,116753.4922
2077,160980.9063
2078,128107.5156
2079,134744.7031
2080,119097.0859
2081,123338.7266
2082,130160.5547
2083,136008
2084,111176.8984
2085,134397.5469
2086,132957.7969
2087,125430.5625
2088,97852.50781
2089,75799.64063
2090,119758.1094
2091,127519
2092,131628.4063
2093,127055.1172
2094,122426.3828
2095,161658.625
2096,77246.83594
2097,94497.80469
2098,157296.6875
2099,61669.5
2100,75403.55469
2101,119748.0391
2102,129132.2969
2103,93825.72656
2104,143875.8438
2105,128611.1172
2106,54072.78906
2107,209584.5313
2108,114765.4297
2109,117683.7188
2110,138789.5
2111,145726.6875
2112,146780.3594
2113,115118.3594
2114,102978.7578
2115,161882.1094
2116,120232.5781
2117,158234.5469
2118,129741.4297
2119,120791.7969
2120,98982.85938
2121,108204.2344
2122,115725.9922
2123,81600.51563
2124,170177.5781
2125,140748.8281
2126,161430.7969
2127,159693.3281
2128,127629.1953
2129,104153.6719
2130,144131.7188
2131,158436.3594
2132,122023.875
2133,131715.5
2134,114801.7656
2135,96312.35156
2136,75867.64063
2137,106620.0938
2138,131806.625
2139,148932.25
2140,132524.0938
2141,149099.8125
2142,130918.5469
2143,148102.4375
2144,119318.6797
2145,135735.25
2146,153047.0781
2147,160525.5781
2148,140308.2188
2149,156801.9688
2150,215187.9844
2151,117633.6875
2152,179676.0313
2153,157409.8438
2154,117521.375
2155,140782.75
2156,300612.4375
2157,239531.3906
2158,228037.4844
2159,205905.7188
2160,168419.4688
2161,242501.8594
2162,389270.9688
2163,360451.3125
2164,242621.4688
2165,179186.5938
2166,151509.5
2167,221995.6719
2168,200686.5469
2169,189451.3438
2170,211293.7031
2171,136048.0313
2172,127361.5547
2173,153760.5938
2174,221403.8906
2175,321750.7813
2176,315566.125
2177,251245.2969
2178,212565.9531
2179,135572.3438
2180,246471.0938
2181,189475.0938
2182,222396.3438
2183,193641.8906
2184,125541.2031
2185,104258.7813
2186,153518.5625
2187,156537.1875
2188,148947.4375
2189,317786.5313
2190,87643.85938
2191,100519.4844
2192,101145.9688
2193,114748.5234
2194,115867.3203
2195,107798.4844
2196,108227.25
2197,119222.8828
2198,165257.9063
2199,191415.1875
2200,144747.4531
2201,142702.5313
2202,197604.7188
2203,141357.9063
2204,187295.5938
2205,109714.4063
2206,134824.0625
2207,211891.5469
2208,218571.1719
2209,226756.4688
2210,119349.6797
2211,109303.1719
2212,119052.4453
2213,111368.3438
2214,131606.9219
2215,103788.6797
2216,150000.8594
2217,77759.14844
2218,80648.16406
2219,72375.05469
2220,83351.67969
2221,296612.6875
2222,277961.7188
2223,311351.3125
2224,221231.7344
2225,120097.1875
2226,205289.7813
2227,199229.8594
2228,255352.5313
2229,257883.1406
2230,149119.1563
2231,214097.7813
2232,189662.6719
2233,164070.0625
2234,220331.75
2235,223315.375
2236,268353.125
2237,342922.1563
2238,192733.2188
2239,121775.6406
2240,155973.1719
2241,157712.9375
2242,122688.6016
2243,127055.4844
2244,95335.48438
2245,99649.98438
2246,129340.9063
2247,111599.7813
2248,127513.8984
2249,121773.3672
2250,128745.5234
2251,115522.1406
2252,174942.375
2253,154551.6719
2254,180127.5
2255,192700.8281
2256,185359
2257,217238.1875
2258,164052.2031
2259,177445.6563
2260,135143.2813
2261,177030.7188
2262,195876.1719
2263,347710.4375
2264,465722.5
2265,169044.125
2266,278570.5938
2267,395428.5313
2268,395586.625
2269,146282.6875
2270,175360.125
2271,217906.1094
2272,201610.8125
2273,161402.7188
2274,175826.9844
2275,174130.3125
2276,198926.4219
2277,200423.1563
2278,136518.7969
2279,131730.0156
2280,118733.25
2281,173819.5938
2282,189642.2031
2283,96221.21094
2284,122617.1328
2285,148239.6875
2286,118123.8906
2287,333451.6875
2288,277371.4375
2289,374814.6563
2290,413405.3438
2291,332386.125
2292,412457.9375
2293,435253.25
2294,364801.5938
2295,490045.875
2296,265079.875
2297,310249.5
2298,319564.9688
2299,371338.7813
2300,310239.8125
2301,288344.5625
2302,248087.3906
2303,229483.6875
2304,256211.6563
2305,185266.75
2306,190698.0469
2307,187525.5781
2308,225495.3125
2309,269193.8125
2310,196426.0781
2311,183320.5
2312,183485.6094
2313,179583.5625
2314,165270.3125
2315,174350.9375
2316,198483.625
2317,172555
2318,175598.2031
2319,173710.0156
2320,175824.1563
2321,235260.4375
2322,159854.6719
2323,182069.1719
2324,161838.125
2325,201747.8125
2326,160855.4844
2327,205220.375
2328,224443.3438
2329,185650.9063
2330,184689.6875
2331,347049.5625
2332,353380.5313
2333,326115.5
2334,255543.2344
2335,259530.125
2336,335363.6563
2337,219946.4531
2338,289153.8125
2339,213575.8906
2340,408638.3125
2341,238002.6406
2342,223682.0938
2343,222329.7813
2344,216146.1875
2345,242630.625
2346,218969.7656
2347,208744.9688
2348,236289.1563
2349,182474.4531
2350,294056.0938
2351,260989.2188
2352,235559.9531
2353,261509.8594
2354,148240.8594
2355,146392.0469
2356,152929.1563
2357,195255.3125
2358,194558.1875
2359,138873.2344
2360,117578.3828
2361,141819.1094
2362,264590.4688
2363,133529.6719
2364,157463.0313
2365,210959.3125
2366,193154.5469
2367,228264.7031
2368,212303.2656
2369,224917.9688
2370,156112.0625
2371,173638.9063
2372,199137.9375
2373,265680.6563
2374,286850.3438
2375,245231.5625
2376,281028.9688
2377,329287.375
2378,147625.7813
2379,200938.8281
2380,154645.3906
2381,158982.3281
2382,194960.875
2383,198153.5156
2384,243630.0469
2385,161238.4531
2386,133564.4063
2387,134111.0313
2388,113321.9766
2389,121626.4609
2390,146285.6719
2391,135534.7031
2392,121145.2578
2393,171862.6719
2394,143891.1563
2395,198157.0938
2396,150227.25
2397,206945.4531
2398,130238.2578
2399,61619.37891
2400,67372.3125
2401,117332.5781
2402,133121.25
2403,142580.6406
2404,157115.0313
2405,153704.2969
2406,141207.9531
2407,122199.9922
2408,152175.2188
2409,126737.5625
2410,167219.0625
2411,119642.9141
2412,146951.0781
2413,131552.625
2414,148730
2415,126742.3281
2416,127599.875
2417,131617.5625
2418,122729.4688
2419,132171.625
2420,127745.8359
2421,131051.1328
2422,114370.1094
2423,126589.0781
2424,153802.2188
2425,263363.9375
2426,134969.2031
2427,125873.1563
2428,173107.5469
2429,114037.5703
2430,135798.2656
2431,117354.0703
2432,136850.9219
2433,144845.9375
2434,128003.2031
2435,147323.7813
2436,112980.7969
2437,108569.7578
2438,125640.25
2439,106844.4688
2440,128543.6953
2441,89671.35156
2442,98703.59375
2443,130076.9063
2444,114955.6719
2445,92006.60938
2446,141660.3125
2447,182241.0938
2448,141906.9844
2449,109570.4219
2450,145264.625
2451,130067.7266
2452,187032.4375
2453,103055.2031
2454,130027.3438
2455,118340.9766
2456,143517.2969
2457,123942.4844
2458,133018.2969
2459,111355.6016
2460,135943.5156
2461,121746.5234
2462,142046.1875
2463,126568.0547
2464,187760.3594
2465,148183.9063
2466,116004.5625
2467,138131.2656
2468,70925.17188
2469,62793.73828
2470,190167.0156
2471,198488.9375
2472,186256.5156
2473,112780.3203
2474,79716.75
2475,214844.8906
2476,113235.2109
2477,130809.2031
2478,144377.7656
2479,97275.57031
2480,141772.25
2481,109521.4688
2482,120896.2656
2483,107357.7656
2484,119539.5156
2485,122450.2109
2486,149131.2031
2487,164260.7188
2488,156707.3125
2489,139454.8594
2490,149476.7188
2491,94826.08594
2492,190077
2493,142227.9219
2494,158191.0156
2495,79304.30469
2496,240870.9063
2497,157063.5156
2498,112756.7813
2499,93121.61719
2500,130977.1563
2501,144261.4844
2502,150574.1094
2503,99403.11719
2504,183293.5469
2505,216233.5625
2506,256636.625
2507,298690.1563
2508,252440.7656
2509,220035.4375
2510,220366.7813
2511,165805.0938
2512,198468.6406
2513,205376.0938
2514,239798.3281
2515,149684.3125
2516,168357.3281
2517,136272.1406
2518,146707.1719
2519,219597.3438
2520,212380.1563
2521,186791.4375
2522,222898.25
2523,111168.9609
2524,139431.9375
2525,152014.1563
2526,139059.75
2527,107953.8281
2528,131676.375
2529,137575.4219
2530,129787.4297
2531,251745.6094
2532,219492.2813
2533,199491.2344
2534,206016.2969
2535,303350.0313
2536,245895.75
2537,226018.0156
2538,181116.9063
2539,180725.4688
2540,177365.3125
2541,179380.5
2542,168632.7813
2543,131839.3594
2544,130115.4375
2545,132820.9063
2546,128946.2969
2547,137127.6719
2548,162032.6875
2549,149643.2813
2550,623753.0625
2551,134497.1719
2552,122144.9141
2553,87786.63281
2554,112580.8125
2555,124517.2891
2556,98583.34375
2557,102850.4219
2558,176207.1094
2559,129145.0156
2560,145912.5156
2561,133684.2344
2562,137012.0938
2563,149273.0156
2564,203096.7813
2565,141875.3438
2566,162820.5
2567,120749.0156
2568,178031.75
2569,206443.9375
2570,116105.6094
2571,164887.1875
2572,146077.1094
2573,228193.7031
2574,263893.3125
2575,131560
2576,132676.2344
2577,158190.4219
2578,78791.60156
2579,67368.10938
2580,123391.3047
2581,122733.125
2582,127330.8047
2583,250538.7031
2584,165511.0625
2585,183433.4063
2586,223992.4375
2587,200721.1875
2588,142433.0469
2589,147631.6719
2590,209720.9375
2591,240875.4531
2592,202985.6719
2593,248109.5
2594,175555.875
2595,206743.4688
2596,324404.0938
2597,194384.0781
2598,274309.8125
2599,332827.5938
2600,172627.9844
2601,144012.625
2602,88664.58594
2603,90784.21094
2604,94614.21875
2605,81978.41406
2606,156234.1563
2607,188277.4375
2608,198519.5781
2609,157770.3906
2610,121498
2611,120527.1484
2612,147673.3125
2613,123277.4531
2614,123457.4375
2615,163418
2616,144891.9375
2617,198306.5938
2618,235409.0781
2619,187866.7969
2620,193402.625
2621,180385.4219
2622,189491.2188
2623,247151.5313
2624,308405.0938
2625,273580.1875
2626,171394.4219
2627,160991.3125
2628,432688.3125
2629,501293.9063
2630,329676.9375
2631,447513.1875
2632,417983.5313
2633,277541.4688
2634,367316
2635,160234.0625
2636,190542.5469
2637,182852.8906
2638,255188.9375
2639,183766.2813
2640,156805.2813
2641,107320.2266
2642,191740.0938
2643,88794.75781
2644,127502.5547
2645,102199.4766
2646,86328.44531
2647,95947.88281
2648,148836.375
2649,142186.5938
2650,145622.0938
2651,145398.6875
2652,367241.9375
2653,234510.5156
2654,240838.7031
2655,392902.6563
2656,318923.4063
2657,332374.4063
2658,292722.875
2659,288019.25
2660,334964.7188
2661,354321
2662,361542.0313
2663,285263.9063
2664,272593.6563
2665,311691.0625
2666,259569.0938
2667,170608.2188
2668,184057.8594
2669,162089.1875
2670,277831.375
2671,181486.7656
2672,184169.6406
2673,216351.2188
2674,215965.6563
2675,158634.0781
2676,187826.0313
2677,193017.4844
2678,266387.625
2679,267597.6875
2680,272879.2813
2681,412538.0313
2682,324994.3125
2683,510476.2813
2684,297067.875
2685,324436.9375
2686,273615.5625
2687,330755.9688
2688,192901.5625
2689,195614.75
2690,422206.9063
2691,197847.75
2692,145989.1094
2693,190487.2031
2694,148688.8906
2695,192601.625
2696,183953.9219
2697,191676.5156
2698,197706.8906
2699,171250.3594
2700,160390.8438
2701,151287.3125
2702,113419.6563
2703,122244.0313
2704,133679.8281
2705,115089.1953
2706,127292.6328
2707,129652.3281
2708,134221.7031
2709,113325.5625
2710,131008.4219
2711,273199.0938
2712,372286.375
2713,173692.0469
2714,152477.875
2715,167563.9375
2716,146662.8281
2717,190545.7188
2718,224905.7188
2719,156710.875
2720,174193.8438
2721,129524.7891
2722,149835.1719
2723,126975.1406
2724,124098.4844
2725,131841.5938
2726,148270.5156
2727,168139.9688
2728,173918.3125
2729,143445.9531
2730,144870.5
2731,132232.5781
2732,129535.4297
2733,154054.9688
2734,136332.3281
2735,135244.4063
2736,145493.125
2737,124229.4375
2738,128425.9453
2739,164882.9219
2740,138746.625
2741,145818.5781
2742,154270.9688
2743,151767.6875
2744,161740.3281
2745,125117.9219
2746,133048.4688
2747,144562.8281
2748,128911.4922
2749,132661.7813
2750,127638.8672
2751,129157.0469
2752,224456.6563
2753,150482.2656
2754,271316.9375
2755,140278.2344
2756,100345.2578
2757,57514.75391
2758,79553.03125
2759,154854.4375
2760,135431.7813
2761,142510.7969
2762,141069.2031
2763,199208.8594
2764,161414.125
2765,249019.7344
2766,135525.9375
2767,92494.34375
2768,129532.3594
2769,123196.1875
2770,133756.875
2771,111737.8828
2772,120963.4766
2773,158859.1875
2774,141891.4063
2775,124869.8125
2776,135165.7656
2777,140927.5781
2778,105723.5
2779,133612.7656
2780,106032.1484
2781,95232.13281
2782,91498.01563
2783,101302.6406
2784,122465.4063
2785,134016.5156
2786,66463.03125
2787,127429.1953
2788,75933.29688
2789,180692.9531
2790,98686.64844
2791,119769.9766
2792,70325.58594
2793,184330.5469
2794,98646.53906
2795,121667.3047
2796,101753.1016
2797,193481.1094
2798,110533.1328
2799,105777.1328
2800,65174.69141
2801,116973.9375
2802,130594.7969
2803,166387.2188
2804,128338.3828
2805,112978.3125
2806,85620.76563
2807,153088.9688
2808,146464.5938
2809,141110.7813
2810,124788.3281
2811,145320.375
2812,145988
2813,153306.3594
2814,160072.4063
2815,93438.71094
2816,237911.0469
2817,156880.8125
2818,130821.25
2819,165253.8438
2820,139659.1875
2821,108655.3125
2822,222237.0938
2823,368997.9063
2824,185914.2969
2825,144318.5156
2826,138710.9531
2827,149317.125
2828,221761.5625
2829,214736.9375
2830,243756.7969
2831,170781.875
2832,251788.6406
2833,283965.9063
2834,211061.9063
2835,207772.7344
2836,184560.625
2837,136604.6563
2838,147492.6719
2839,186611.2344
2840,193255.7656
2841,196884.7344
2842,236126.4063
2843,154039.2188
2844,178995.9531
2845,127084.3906
2846,206734.0156
2847,199081.1094
2848,213708.625
2849,201257.4688
2850,276567.5313
2851,242874.0156
2852,237257.375
2853,233837.7969
2854,141639.75
2855,193158.8281
2856,193779.2344
2857,187602.0625
2858,203103.0469
2859,112482.5078
2860,120989.2344
2861,116564.1953
2862,192775.6875
2863,129624.5625
2864,252091.4063
2865,130419.8594
2866,135955.7813
2867,101657.0625
2868,86816.28125
2869,120120.9531
2870,122730.8281
2871,90567.85938
2872,39782.39453
2873,109071.875
2874,144999.8594
2875,121156.9922
2876,160246.2969
2877,144682.5469
2878,163564.2813
2879,141256.2969
2880,95513.30469
2881,147331.8594
2882,167859.7656
2883,174846.7344
2884,206888.7656
2885,190664.7656
2886,205696.4844
2887,82418.42969
2888,131656.9844
2889,50967.69141
2890,81349.86719
2891,138762.0781
2892,47069.46094
2893,91169.51563
2894,72764.65625
2895,303893.6563
2896,260815.3125
2897,207807.1406
2898,151819.5469
2899,207432.5
2900,151950.7031
2901,191978.7813
2902,201494.4063
2903,328247.4063
2904,356678.375
2905,99920.97656
2906,205618.2344
2907,114456.3047
2908,130308.7813
2909,149830.8281
2910,82393.77344
2911,83784.79688
2912,142462.8906
2913,80407.78125
2914,88043.71875
2915,93227.67969
2916,83746.125
2917,169920.9375
2918,130582.6172
2919,225428.3438
